in:Amount columns X,in:Seed for random numbers,in:Amount columns Y,out:name,out:Number of columns X,out:Number of columns Y,out:Column spacing minimum (mm),out:Beam span maximum (mm),out:Y-Label,img
5,72,5,Structure_5_72_5,7,7,1000,5000,0.703408,True.png
6,72,5,Structure_6_72_5,8,7,1000,5000,0.677876,True.png
7,72,5,Structure_7_72_5,9,7,1000,5000,0.643397,True.png
3,73,5,Structure_3_73_5,5,7,1000,6000,0.704982,True.png
4,73,5,Structure_4_73_5,6,7,1000,6000,0.682983,True.png
5,73,5,Structure_5_73_5,7,7,1000,5000,0.703097,True.png
6,73,5,Structure_6_73_5,8,7,1000,5000,0.681945,True.png
7,73,5,Structure_7_73_5,9,7,1000,4000,0.657934,True.png
3,74,5,Structure_3_74_5,5,7,1000,9000,0.226155,True.png
4,74,5,Structure_4_74_5,6,7,1000,7000,0.638347,True.png
5,74,5,Structure_5_74_5,7,7,1000,5000,0.703434,True.png
6,74,5,Structure_6_74_5,8,7,1000,5000,0.66903,True.png
7,74,5,Structure_7_74_5,9,7,1000,5000,0.646029,True.png
3,75,5,Structure_3_75_5,5,7,1000,7000,0.644386,True.png
4,75,5,Structure_4_75_5,6,7,1000,7000,0.623,True.png
5,75,5,Structure_5_75_5,7,7,1000,6000,0.679451,True.png
6,75,5,Structure_6_75_5,8,7,1000,6000,0.657817,True.png
7,75,5,Structure_7_75_5,9,7,1000,6000,0.636182,True.png
3,76,5,Structure_3_76_5,5,7,1000,7000,0.596229,True.png
4,76,5,Structure_4_76_5,6,7,1000,7000,0.571019,True.png
5,76,5,Structure_5_76_5,7,7,1000,7000,0.549616,True.png
6,76,5,Structure_6_76_5,8,7,1000,7000,0.528096,True.png
7,76,5,Structure_7_76_5,9,7,1000,6000,0.612687,True.png
3,77,5,Structure_3_77_5,5,7,1000,7000,0.578835,True.png
4,77,5,Structure_4_77_5,6,7,1000,7000,0.54364,True.png
5,77,5,Structure_5_77_5,7,7,1000,7000,0.584556,True.png
6,77,5,Structure_6_77_5,8,7,1000,7000,0.563052,True.png
7,77,5,Structure_7_77_5,9,7,1000,7000,0.539745,True.png
3,78,5,Structure_3_78_5,5,7,1000,10000,0.201797,True.png
4,78,5,Structure_4_78_5,6,7,1000,9000,0.504,True.png
5,78,5,Structure_5_78_5,7,7,1000,6000,0.671329,True.png
6,78,5,Structure_6_78_5,8,7,1000,5000,0.680431,True.png
7,78,5,Structure_7_78_5,9,7,1000,5000,0.645899,True.png
3,79,5,Structure_3_79_5,5,7,1000,7000,0.59665,True.png
4,79,5,Structure_4_79_5,6,7,1000,6000,0.690383,True.png
5,79,5,Structure_5_79_5,7,7,1000,6000,0.686607,True.png
6,79,5,Structure_6_79_5,8,7,1000,6000,0.65219,True.png
7,79,5,Structure_7_79_5,9,7,1000,6000,0.619947,True.png
3,80,5,Structure_3_80_5,5,7,1000,6000,0.705355,True.png
4,80,5,Structure_4_80_5,6,7,1000,5000,0.723795,True.png
5,80,5,Structure_5_80_5,7,7,1000,5000,0.703261,True.png
6,80,5,Structure_6_80_5,8,7,1000,5000,0.681984,True.png
7,80,5,Structure_7_80_5,9,7,1000,5000,0.660819,True.png
3,81,5,Structure_3_81_5,5,7,1000,6000,0.678471,True.png
4,81,5,Structure_4_81_5,6,7,1000,6000,0.656136,True.png
5,81,5,Structure_5_81_5,7,7,1000,6000,0.634414,True.png
6,81,5,Structure_6_81_5,8,7,1000,6000,0.614004,True.png
7,81,5,Structure_7_81_5,9,7,1000,6000,0.592755,True.png
3,82,5,Structure_3_82_5,5,7,1000,6000,0.712411,True.png
4,82,5,Structure_4_82_5,6,7,1000,6000,0.678779,True.png
5,82,5,Structure_5_82_5,7,7,1000,6000,0.66349,True.png
6,82,5,Structure_6_82_5,8,7,1000,6000,0.631251,True.png
7,82,5,Structure_7_82_5,9,7,1000,6000,0.602752,True.png
3,83,5,Structure_3_83_5,5,7,1000,6000,0.734915,True.png
4,83,5,Structure_4_83_5,6,7,1000,6000,0.708478,True.png
5,83,5,Structure_5_83_5,7,7,1000,6000,0.684232,True.png
6,83,5,Structure_6_83_5,8,7,1000,6000,0.663095,True.png
7,83,5,Structure_7_83_5,9,7,1000,5000,0.67018,True.png
3,84,5,Structure_3_84_5,5,7,1000,7000,0.637262,True.png
4,84,5,Structure_4_84_5,6,7,1000,6000,0.713092,True.png
5,84,5,Structure_5_84_5,7,7,1000,6000,0.680659,True.png
6,84,5,Structure_6_84_5,8,7,1000,6000,0.647563,True.png
7,84,5,Structure_7_84_5,9,7,1000,6000,0.617275,True.png
3,85,5,Structure_3_85_5,5,7,1000,6000,0.730327,True.png
4,85,5,Structure_4_85_5,6,7,1000,6000,0.706356,True.png
5,85,5,Structure_5_85_5,7,7,1000,4000,0.728451,True.png
6,85,5,Structure_6_85_5,8,7,1000,4000,0.706898,True.png
7,85,5,Structure_7_85_5,9,7,1000,4000,0.669972,True.png
3,86,5,Structure_3_86_5,5,7,1000,12000,0.096056,True.png
4,86,5,Structure_4_86_5,6,7,1000,8000,0.597251,True.png
5,86,5,Structure_5_86_5,7,7,1000,5000,0.711102,True.png
6,86,5,Structure_6_86_5,8,7,1000,5000,0.689852,True.png
7,86,5,Structure_7_86_5,9,7,1000,4000,0.661383,True.png
3,87,5,Structure_3_87_5,5,7,1000,8000,0.606305,True.png
4,87,5,Structure_4_87_5,6,7,1000,5000,0.729383,True.png
5,87,5,Structure_5_87_5,7,7,1000,5000,0.694668,True.png
6,87,5,Structure_6_87_5,8,7,1000,5000,0.677633,True.png
7,87,5,Structure_7_87_5,9,7,1000,5000,0.649133,True.png
3,88,5,Structure_3_88_5,5,7,1000,8000,0.540676,True.png
4,88,5,Structure_4_88_5,6,7,1000,8000,0.518735,True.png
5,88,5,Structure_5_88_5,7,7,1000,8000,0.497735,True.png
6,88,5,Structure_6_88_5,8,7,1000,6000,0.622911,True.png
7,88,5,Structure_7_88_5,9,7,1000,5000,0.644453,True.png
3,89,5,Structure_3_89_5,5,7,1000,8000,0.17926,True.png
4,89,5,Structure_4_89_5,6,7,1000,8000,0.52759,True.png
5,89,5,Structure_5_89_5,7,7,1000,8000,0.495555,True.png
6,89,5,Structure_6_89_5,8,7,1000,8000,0.482512,True.png
7,89,5,Structure_7_89_5,9,7,1000,8000,0.450043,True.png
3,90,5,Structure_3_90_5,5,7,1000,8000,0.610826,True.png
4,90,5,Structure_4_90_5,6,7,1000,5000,0.747106,True.png
5,90,5,Structure_5_90_5,7,7,1000,5000,0.713806,True.png
6,90,5,Structure_6_90_5,8,7,1000,5000,0.690232,True.png
7,90,5,Structure_7_90_5,9,7,1000,5000,0.65156,True.png
3,91,5,Structure_3_91_5,5,7,1000,7000,0.69846,True.png
4,91,5,Structure_4_91_5,6,7,1000,7000,0.672594,True.png
5,91,5,Structure_5_91_5,7,7,1000,7000,0.649314,True.png
6,91,5,Structure_6_91_5,8,7,1000,4000,0.70855,True.png
7,91,5,Structure_7_91_5,9,7,1000,4000,0.687957,True.png
3,92,5,Structure_3_92_5,5,7,1000,7000,0.579892,True.png
4,92,5,Structure_4_92_5,6,7,1000,7000,0.54502,True.png
5,92,5,Structure_5_92_5,7,7,1000,7000,0.510283,True.png
6,92,5,Structure_6_92_5,8,7,1000,7000,0.58017,True.png
7,92,5,Structure_7_92_5,9,7,1000,7000,0.584983,True.png
3,93,5,Structure_3_93_5,5,7,1000,8000,0.212579,True.png
4,93,5,Structure_4_93_5,6,7,1000,7000,0.560958,True.png
5,93,5,Structure_5_93_5,7,7,1000,7000,0.60169,True.png
6,93,5,Structure_6_93_5,8,7,1000,7000,0.567475,True.png
7,93,5,Structure_7_93_5,9,7,1000,7000,0.533692,True.png
3,94,5,Structure_3_94_5,5,7,1000,6000,0.716839,True.png
4,94,5,Structure_4_94_5,6,7,1000,6000,0.685706,True.png
5,94,5,Structure_5_94_5,7,7,1000,4000,0.725216,True.png
6,94,5,Structure_6_94_5,8,7,1000,4000,0.690275,True.png
7,94,5,Structure_7_94_5,9,7,1000,4000,0.656127,True.png
3,95,5,Structure_3_95_5,5,7,1000,9000,0.217461,True.png
4,95,5,Structure_4_95_5,6,7,1000,9000,0.152179,True.png
5,95,5,Structure_5_95_5,7,7,1000,6000,0.683406,True.png
6,95,5,Structure_6_95_5,8,7,1000,5000,0.690763,True.png
7,95,5,Structure_7_95_5,9,7,1000,5000,0.668898,True.png
3,96,5,Structure_3_96_5,5,7,1000,6000,0.661377,True.png
4,96,5,Structure_4_96_5,6,7,1000,6000,0.637079,True.png
5,96,5,Structure_5_96_5,7,7,1000,6000,0.683265,True.png
6,96,5,Structure_6_96_5,8,7,1000,6000,0.652816,True.png
7,96,5,Structure_7_96_5,9,7,1000,6000,0.619914,True.png
3,97,5,Structure_3_97_5,5,7,1000,8000,0.539555,True.png
4,97,5,Structure_4_97_5,6,7,1000,8000,0.518499,True.png
5,97,5,Structure_5_97_5,7,7,1000,5000,0.700467,True.png
6,97,5,Structure_6_97_5,8,7,1000,4000,0.702249,True.png
7,97,5,Structure_7_97_5,9,7,1000,4000,0.680374,True.png
4,98,5,Structure_4_98_5,6,7,1000,5000,0.705529,True.png
5,98,5,Structure_5_98_5,7,7,1000,5000,0.684833,True.png
6,98,5,Structure_6_98_5,8,7,1000,5000,0.663537,True.png
7,98,5,Structure_7_98_5,9,7,1000,5000,0.641595,True.png
3,99,5,Structure_3_99_5,5,7,1000,7000,0.661461,True.png
4,99,5,Structure_4_99_5,6,7,1000,5000,0.74142,True.png
5,99,5,Structure_5_99_5,7,7,1000,5000,0.71078,True.png
6,99,5,Structure_6_99_5,8,7,1000,5000,0.684734,True.png
7,99,5,Structure_7_99_5,9,7,1000,5000,0.654303,True.png
3,100,5,Structure_3_100_5,5,7,1000,5000,0.757603,True.png
4,100,5,Structure_4_100_5,6,7,1000,5000,0.736739,True.png
5,100,5,Structure_5_100_5,7,7,1000,5000,0.71455,True.png
6,100,5,Structure_6_100_5,8,7,1000,5000,0.691925,True.png
7,100,5,Structure_7_100_5,9,7,1000,4000,0.667997,True.png
3,101,5,Structure_3_101_5,5,7,1000,5000,0.760874,True.png
4,101,5,Structure_4_101_5,6,7,1000,5000,0.723534,True.png
5,101,5,Structure_5_101_5,7,7,1000,5000,0.68897,True.png
6,101,5,Structure_6_101_5,8,7,1000,5000,0.654489,True.png
7,101,5,Structure_7_101_5,9,7,1000,5000,0.65724,True.png
3,102,5,Structure_3_102_5,5,7,1000,7000,0.66127,True.png
4,102,5,Structure_4_102_5,6,7,1000,5000,0.735812,True.png
5,102,5,Structure_5_102_5,7,7,1000,5000,0.703677,True.png
6,102,5,Structure_6_102_5,8,7,1000,5000,0.675862,True.png
7,102,5,Structure_7_102_5,9,7,1000,5000,0.641631,True.png
3,103,5,Structure_3_103_5,5,7,1000,8000,0.550342,True.png
4,103,5,Structure_4_103_5,6,7,1000,4000,0.762516,True.png
5,103,5,Structure_5_103_5,7,7,1000,4000,0.731634,True.png
6,103,5,Structure_6_103_5,8,7,1000,4000,0.696571,True.png
7,103,5,Structure_7_103_5,9,7,1000,4000,0.67088,False.png
3,104,5,Structure_3_104_5,5,7,1000,8000,0.625293,False.png
4,104,5,Structure_4_104_5,6,7,1000,8000,0.603824,False.png
5,104,5,Structure_5_104_5,7,7,1000,5000,0.713358,False.png
6,104,5,Structure_6_104_5,8,7,1000,5000,0.692394,False.png
7,104,5,Structure_7_104_5,9,7,1000,5000,0.670762,False.png
3,105,5,Structure_3_105_5,5,7,1000,6000,0.689769,False.png
4,105,5,Structure_4_105_5,6,7,1000,5000,0.747557,False.png
5,105,5,Structure_5_105_5,7,7,1000,5000,0.713176,False.png
6,105,5,Structure_6_105_5,8,7,1000,5000,0.679049,False.png
7,105,5,Structure_7_105_5,9,7,1000,5000,0.646878,False.png
3,106,5,Structure_3_106_5,5,7,1000,7000,0.672552,False.png
4,106,5,Structure_4_106_5,6,7,1000,7000,0.648563,False.png
5,106,5,Structure_5_106_5,7,7,1000,7000,0.626042,False.png
