in:Amount columns X,in:Seed for random numbers,in:Amount columns Y,out:name,out:Number of columns X,out:Number of columns Y,out:Column spacing minimum (mm),out:Beam span maximum (mm),out:Y-Label,img
4,35,4,Structure_4_35_4,6,6,1000,5000,0.75589,True.png
5,35,4,Structure_5_35_4,7,6,1000,5000,0.731717,True.png
6,35,4,Structure_6_35_4,8,6,1000,5000,0.701713,True.png
7,35,4,Structure_7_35_4,9,6,1000,5000,0.672401,True.png
3,36,4,Structure_3_36_4,5,6,1000,7000,0.720588,True.png
4,36,4,Structure_4_36_4,6,6,1000,7000,0.699008,True.png
5,36,4,Structure_5_36_4,7,6,1000,7000,0.678862,True.png
6,36,4,Structure_6_36_4,8,6,1000,6000,0.701562,True.png
7,36,4,Structure_7_36_4,9,6,1000,6000,0.682469,True.png
3,37,4,Structure_3_37_4,5,6,1000,8000,0.567132,True.png
4,37,4,Structure_4_37_4,6,6,1000,8000,0.546395,True.png
5,37,4,Structure_5_37_4,7,6,1000,7000,0.578373,True.png
6,37,4,Structure_6_37_4,8,6,1000,7000,0.54687,True.png
7,37,4,Structure_7_37_4,9,6,1000,7000,0.608366,True.png
3,38,4,Structure_3_38_4,5,6,1000,8000,0.37014,True.png
4,38,4,Structure_4_38_4,6,6,1000,8000,0.616051,True.png
5,38,4,Structure_5_38_4,7,6,1000,8000,0.584794,True.png
6,38,4,Structure_6_38_4,8,6,1000,8000,0.577569,True.png
7,38,4,Structure_7_38_4,9,6,1000,8000,0.549792,True.png
3,39,4,Structure_3_39_4,5,6,1000,8000,0.563389,True.png
4,39,4,Structure_4_39_4,6,6,1000,8000,0.545041,True.png
5,39,4,Structure_5_39_4,7,6,1000,7000,0.647965,True.png
6,39,4,Structure_6_39_4,8,6,1000,5000,0.702795,True.png
7,39,4,Structure_7_39_4,9,6,1000,5000,0.684631,True.png
3,40,4,Structure_3_40_4,5,6,1000,8000,0.250099,True.png
4,40,4,Structure_4_40_4,6,6,1000,8000,0.274998,True.png
5,40,4,Structure_5_40_4,7,6,1000,8000,0.503939,True.png
6,40,4,Structure_6_40_4,8,6,1000,8000,0.473541,True.png
7,40,4,Structure_7_40_4,9,6,1000,8000,0.476246,True.png
3,41,4,Structure_3_41_4,5,6,1000,8000,0.325645,True.png
4,41,4,Structure_4_41_4,6,6,1000,8000,0.28702,True.png
5,41,4,Structure_5_41_4,7,6,1000,7000,0.577528,True.png
6,41,4,Structure_6_41_4,8,6,1000,7000,0.559947,True.png
7,41,4,Structure_7_41_4,9,6,1000,7000,0.580002,True.png
3,42,4,Structure_3_42_4,5,6,1000,9000,0.197107,True.png
4,42,4,Structure_4_42_4,6,6,1000,8000,0.499324,True.png
5,42,4,Structure_5_42_4,7,6,1000,8000,0.488088,True.png
6,42,4,Structure_6_42_4,8,6,1000,8000,0.486479,True.png
7,42,4,Structure_7_42_4,9,6,1000,8000,0.456894,True.png
3,43,4,Structure_3_43_4,5,6,1000,7000,0.67186,True.png
4,43,4,Structure_4_43_4,6,6,1000,7000,0.651323,True.png
5,43,4,Structure_5_43_4,7,6,1000,6000,0.708065,True.png
6,43,4,Structure_6_43_4,8,6,1000,6000,0.678233,True.png
7,43,4,Structure_7_43_4,9,6,1000,6000,0.646457,True.png
3,44,4,Structure_3_44_4,5,6,1000,7000,0.581386,True.png
4,44,4,Structure_4_44_4,6,6,1000,7000,0.679699,True.png
5,44,4,Structure_5_44_4,7,6,1000,7000,0.669233,True.png
6,44,4,Structure_6_44_4,8,6,1000,7000,0.640191,True.png
7,44,4,Structure_7_44_4,9,6,1000,7000,0.609564,True.png
3,45,4,Structure_3_45_4,5,6,1000,7000,0.653185,True.png
4,45,4,Structure_4_45_4,6,6,1000,6000,0.714782,True.png
5,45,4,Structure_5_45_4,7,6,1000,6000,0.69583,True.png
6,45,4,Structure_6_45_4,8,6,1000,5000,0.711437,True.png
7,45,4,Structure_7_45_4,9,6,1000,5000,0.680052,True.png
3,46,4,Structure_3_46_4,5,6,1000,8000,0.53687,True.png
4,46,4,Structure_4_46_4,6,6,1000,6000,0.703253,True.png
5,46,4,Structure_5_46_4,7,6,1000,6000,0.684045,True.png
6,46,4,Structure_6_46_4,8,6,1000,6000,0.668755,True.png
7,46,4,Structure_7_46_4,9,6,1000,6000,0.637438,True.png
3,47,4,Structure_3_47_4,5,6,1000,8000,0.555739,True.png
4,47,4,Structure_4_47_4,6,6,1000,6000,0.685943,True.png
5,47,4,Structure_5_47_4,7,6,1000,6000,0.668323,True.png
6,47,4,Structure_6_47_4,8,6,1000,5000,0.699988,True.png
7,47,4,Structure_7_47_4,9,6,1000,5000,0.681379,True.png
3,48,4,Structure_3_48_4,5,6,1000,6000,0.674317,True.png
4,48,4,Structure_4_48_4,6,6,1000,6000,0.693198,True.png
5,48,4,Structure_5_48_4,7,6,1000,6000,0.691047,True.png
6,48,4,Structure_6_48_4,8,6,1000,6000,0.661808,True.png
7,48,4,Structure_7_48_4,9,6,1000,6000,0.631223,True.png
3,49,4,Structure_3_49_4,5,6,1000,8000,0.565555,True.png
4,49,4,Structure_4_49_4,6,6,1000,7000,0.669203,True.png
5,49,4,Structure_5_49_4,7,6,1000,6000,0.700496,True.png
6,49,4,Structure_6_49_4,8,6,1000,5000,0.702419,True.png
7,49,4,Structure_7_49_4,9,6,1000,5000,0.671312,True.png
3,50,4,Structure_3_50_4,5,6,1000,7000,0.586196,True.png
4,50,4,Structure_4_50_4,6,6,1000,7000,0.662383,True.png
5,50,4,Structure_5_50_4,7,6,1000,7000,0.653753,True.png
6,50,4,Structure_6_50_4,8,6,1000,7000,0.629907,True.png
7,50,4,Structure_7_50_4,9,6,1000,7000,0.597642,True.png
3,51,4,Structure_3_51_4,5,6,1000,5000,0.772822,True.png
4,51,4,Structure_4_51_4,6,6,1000,5000,0.740886,True.png
5,51,4,Structure_5_51_4,7,6,1000,5000,0.709741,True.png
6,51,4,Structure_6_51_4,8,6,1000,5000,0.678725,True.png
7,51,4,Structure_7_51_4,9,6,1000,5000,0.664229,True.png
3,52,4,Structure_3_52_4,5,6,1000,7000,0.703345,True.png
4,52,4,Structure_4_52_4,6,6,1000,5000,0.767752,True.png
5,52,4,Structure_5_52_4,7,6,1000,5000,0.736025,True.png
6,52,4,Structure_6_52_4,8,6,1000,5000,0.70621,True.png
7,52,4,Structure_7_52_4,9,6,1000,5000,0.674895,True.png
3,53,4,Structure_3_53_4,5,6,1000,5000,0.773562,True.png
4,53,4,Structure_4_53_4,6,6,1000,5000,0.756126,True.png
5,53,4,Structure_5_53_4,7,6,1000,4000,0.747604,True.png
6,53,4,Structure_6_53_4,8,6,1000,4000,0.716513,True.png
7,53,4,Structure_7_53_4,9,6,1000,4000,0.684341,True.png
3,54,4,Structure_3_54_4,5,6,1000,6000,0.710689,True.png
4,54,4,Structure_4_54_4,6,6,1000,6000,0.689009,True.png
5,54,4,Structure_5_54_4,7,6,1000,5000,0.726115,True.png
6,54,4,Structure_6_54_4,8,6,1000,5000,0.703301,True.png
7,54,4,Structure_7_54_4,9,6,1000,5000,0.672419,True.png
3,55,4,Structure_3_55_4,5,6,1000,11000,0.016209,True.png
4,55,4,Structure_4_55_4,6,6,1000,10000,0.221978,True.png
5,55,4,Structure_5_55_4,7,6,1000,9000,0.244775,True.png
6,55,4,Structure_6_55_4,8,6,1000,7000,0.588847,True.png
7,55,4,Structure_7_55_4,9,6,1000,6000,0.574672,True.png
3,56,4,Structure_3_56_4,5,6,1000,10000,-0.020351,True.png
4,56,4,Structure_4_56_4,6,6,1000,10000,-0.011652,True.png
5,56,4,Structure_5_56_4,7,6,1000,10000,-0.077385,True.png
6,56,4,Structure_6_56_4,8,6,1000,10000,0.194192,True.png
7,56,4,Structure_7_56_4,9,6,1000,10000,0.165502,True.png
3,57,4,Structure_3_57_4,5,6,1000,7000,0.692128,True.png
4,57,4,Structure_4_57_4,6,6,1000,7000,0.671551,True.png
5,57,4,Structure_5_57_4,7,6,1000,7000,0.640496,True.png
6,57,4,Structure_6_57_4,8,6,1000,7000,0.632987,True.png
7,57,4,Structure_7_57_4,9,6,1000,7000,0.602921,True.png
3,58,4,Structure_3_58_4,5,6,1000,6000,0.737017,True.png
4,58,4,Structure_4_58_4,6,6,1000,6000,0.720102,True.png
5,58,4,Structure_5_58_4,7,6,1000,6000,0.701619,True.png
6,58,4,Structure_6_58_4,8,6,1000,6000,0.681471,True.png
7,58,4,Structure_7_58_4,9,6,1000,6000,0.663099,True.png
3,59,4,Structure_3_59_4,5,6,1000,7000,0.674084,True.png
4,59,4,Structure_4_59_4,6,6,1000,6000,0.736273,True.png
5,59,4,Structure_5_59_4,7,6,1000,6000,0.705487,True.png
6,59,4,Structure_6_59_4,8,6,1000,6000,0.674275,True.png
7,59,4,Structure_7_59_4,9,6,1000,6000,0.642473,True.png
3,60,4,Structure_3_60_4,5,6,1000,5000,0.775705,True.png
4,60,4,Structure_4_60_4,6,6,1000,5000,0.764725,True.png
5,60,4,Structure_5_60_4,7,6,1000,5000,0.744852,True.png
6,60,4,Structure_6_60_4,8,6,1000,5000,0.726645,True.png
7,60,4,Structure_7_60_4,9,6,1000,4000,0.694799,True.png
3,61,4,Structure_3_61_4,5,6,1000,6000,0.720321,True.png
4,61,4,Structure_4_61_4,6,6,1000,6000,0.698923,True.png
5,61,4,Structure_5_61_4,7,6,1000,6000,0.678008,True.png
6,61,4,Structure_6_61_4,8,6,1000,6000,0.659548,True.png
7,61,4,Structure_7_61_4,9,6,1000,5000,0.646359,True.png
3,62,4,Structure_3_62_4,5,6,1000,7000,0.651348,True.png
4,62,4,Structure_4_62_4,6,6,1000,6000,0.675058,True.png
5,62,4,Structure_5_62_4,7,6,1000,6000,0.657341,True.png
6,62,4,Structure_6_62_4,8,6,1000,6000,0.625735,True.png
7,62,4,Structure_7_62_4,9,6,1000,6000,0.594599,True.png
3,63,4,Structure_3_63_4,5,6,1000,6000,0.708906,True.png
4,63,4,Structure_4_63_4,6,6,1000,6000,0.71636,True.png
5,63,4,Structure_5_63_4,7,6,1000,6000,0.685149,True.png
6,63,4,Structure_6_63_4,8,6,1000,6000,0.684358,True.png
7,63,4,Structure_7_63_4,9,6,1000,6000,0.656101,True.png
3,64,4,Structure_3_64_4,5,6,1000,6000,0.725897,True.png
4,64,4,Structure_4_64_4,6,6,1000,6000,0.707009,True.png
5,64,4,Structure_5_64_4,7,6,1000,5000,0.71991,True.png
6,64,4,Structure_6_64_4,8,6,1000,5000,0.701547,True.png
7,64,4,Structure_7_64_4,9,6,1000,5000,0.684072,True.png
3,65,4,Structure_3_65_4,5,6,1000,6000,0.720429,True.png
4,65,4,Structure_4_65_4,6,6,1000,6000,0.707015,True.png
5,65,4,Structure_5_65_4,7,6,1000,6000,0.703728,True.png
6,65,4,Structure_6_65_4,8,6,1000,6000,0.67228,True.png
7,65,4,Structure_7_65_4,9,6,1000,6000,0.644331,True.png
3,66,4,Structure_3_66_4,5,6,2000,8000,0.554345,True.png
4,66,4,Structure_4_66_4,6,6,1000,8000,0.536868,True.png
5,66,4,Structure_5_66_4,7,6,1000,7000,0.605122,True.png
6,66,4,Structure_6_66_4,8,6,1000,5000,0.675688,True.png
7,66,4,Structure_7_66_4,9,6,1000,5000,0.66236,True.png
3,67,4,Structure_3_67_4,5,6,1000,8000,0.336996,True.png
4,67,4,Structure_4_67_4,6,6,1000,8000,0.49275,True.png
5,67,4,Structure_5_67_4,7,6,1000,8000,0.517135,True.png
6,67,4,Structure_6_67_4,8,6,1000,8000,0.506783,True.png
7,67,4,Structure_7_67_4,9,6,1000,8000,0.483869,True.png
3,68,4,Structure_3_68_4,5,6,1000,8000,0.538757,True.png
4,68,4,Structure_4_68_4,6,6,1000,8000,0.526828,True.png
5,68,4,Structure_5_68_4,7,6,1000,6000,0.658113,True.png
6,68,4,Structure_6_68_4,8,6,1000,6000,0.676421,True.png
7,68,4,Structure_7_68_4,9,6,1000,6000,0.657496,True.png
3,69,4,Structure_3_69_4,5,6,1000,9000,0.16368,True.png
4,69,4,Structure_4_69_4,6,6,1000,8000,0.205971,True.png
5,69,4,Structure_5_69_4,7,6,1000,8000,0.130812,True.png
6,69,4,Structure_6_69_4,8,6,1000,8000,0.487591,True.png
7,69,4,Structure_7_69_4,9,6,1000,8000,0.469831,True.png
3,70,4,Structure_3_70_4,5,6,1000,8000,0.581448,True.png
4,70,4,Structure_4_70_4,6,6,1000,8000,0.637362,True.png
5,70,4,Structure_5_70_4,7,6,1000,8000,0.618535,True.png
6,70,4,Structure_6_70_4,8,6,1000,8000,0.587022,True.png
7,70,4,Structure_7_70_4,9,6,1000,8000,0.555502,True.png
3,71,4,Structure_3_71_4,5,6,1000,6000,0.730612,True.png
4,71,4,Structure_4_71_4,6,6,1000,5000,0.755889,True.png
5,71,4,Structure_5_71_4,7,6,1000,5000,0.737583,True.png
6,71,4,Structure_6_71_4,8,6,1000,5000,0.719646,True.png
7,71,4,Structure_7_71_4,9,6,1000,5000,0.701529,True.png
3,72,4,Structure_3_72_4,5,6,1000,8000,0.619835,True.png
4,72,4,Structure_4_72_4,6,6,1000,7000,0.668554,True.png
5,72,4,Structure_5_72_4,7,6,1000,5000,0.724701,True.png
6,72,4,Structure_6_72_4,8,6,1000,5000,0.70182,True.png
7,72,4,Structure_7_72_4,9,6,1000,5000,0.670375,True.png
3,73,4,Structure_3_73_4,5,6,1000,7000,0.658691,True.png
4,73,4,Structure_4_73_4,6,6,1000,7000,0.626237,True.png
5,73,4,Structure_5_73_4,7,6,1000,7000,0.637455,True.png
6,73,4,Structure_6_73_4,8,6,1000,7000,0.60608,True.png
7,73,4,Structure_7_73_4,9,6,1000,7000,0.601498,True.png
3,74,4,Structure_3_74_4,5,6,1000,9000,0.249885,True.png
4,74,4,Structure_4_74_4,6,6,1000,7000,0.626304,True.png
5,74,4,Structure_5_74_4,7,6,1000,6000,0.68411,True.png
6,74,4,Structure_6_74_4,8,6,1000,6000,0.653076,True.png
7,74,4,Structure_7_74_4,9,6,1000,6000,0.634915,True.png
3,75,4,Structure_3_75_4,5,6,1000,7000,0.591758,True.png
4,75,4,Structure_4_75_4,6,6,1000,7000,0.572562,True.png
5,75,4,Structure_5_75_4,7,6,1000,7000,0.613002,True.png
6,75,4,Structure_6_75_4,8,6,1000,7000,0.582233,True.png
7,75,4,Structure_7_75_4,9,6,1000,7000,0.550696,True.png
3,76,4,Structure_3_76_4,5,6,1000,7000,0.56228,True.png
4,76,4,Structure_4_76_4,6,6,1000,7000,0.528923,True.png
5,76,4,Structure_5_76_4,7,6,1000,7000,0.498071,True.png
6,76,4,Structure_6_76_4,8,6,1000,7000,0.466938,True.png
7,76,4,Structure_7_76_4,9,6,1000,7000,0.561646,True.png
3,77,4,Structure_3_77_4,5,6,1000,7000,0.594343,True.png
4,77,4,Structure_4_77_4,6,6,1000,7000,0.562174,True.png
5,77,4,Structure_5_77_4,7,6,1000,7000,0.606082,True.png
6,77,4,Structure_6_77_4,8,6,1000,7000,0.58749,True.png
7,77,4,Structure_7_77_4,9,6,1000,7000,0.56722,True.png
3,78,4,Structure_3_78_4,5,6,1000,10000,0.355987,True.png
4,78,4,Structure_4_78_4,6,6,1000,9000,0.262889,True.png
5,78,4,Structure_5_78_4,7,6,1000,7000,0.619081,True.png
6,78,4,Structure_6_78_4,8,6,1000,7000,0.636318,True.png
7,78,4,Structure_7_78_4,9,6,1000,7000,0.605261,True.png
3,79,4,Structure_3_79_4,5,6,1000,9000,0.264282,True.png
4,79,4,Structure_4_79_4,6,6,1000,9000,0.492296,True.png
5,79,4,Structure_5_79_4,7,6,1000,9000,0.514941,True.png
6,79,4,Structure_6_79_4,8,6,1000,9000,0.493045,True.png
7,79,4,Structure_7_79_4,9,6,1000,9000,0.463322,True.png
3,80,4,Structure_3_80_4,5,6,2000,6000,0.704564,True.png
4,80,4,Structure_4_80_4,6,6,2000,5000,0.727979,True.png
5,80,4,Structure_5_80_4,7,6,1000,5000,0.710402,True.png
6,80,4,Structure_6_80_4,8,6,1000,5000,0.692042,True.png
7,80,4,Structure_7_80_4,9,6,1000,5000,0.673852,True.png
3,81,4,Structure_3_81_4,5,6,1000,6000,0.705507,True.png
4,81,4,Structure_4_81_4,6,6,1000,6000,0.686266,True.png
5,81,4,Structure_5_81_4,7,6,1000,6000,0.66737,True.png
6,81,4,Structure_6_81_4,8,6,1000,6000,0.649847,True.png
7,81,4,Structure_7_81_4,9,6,1000,6000,0.631627,True.png
3,82,4,Structure_3_82_4,5,6,1000,6000,0.728999,True.png
4,82,4,Structure_4_82_4,6,6,1000,6000,0.697934,True.png
5,82,4,Structure_5_82_4,7,6,1000,6000,0.684789,True.png
6,82,4,Structure_6_82_4,8,6,1000,6000,0.655475,True.png
7,82,4,Structure_7_82_4,9,6,1000,6000,0.629496,True.png
3,83,4,Structure_3_83_4,5,6,1000,6000,0.744513,True.png
4,83,4,Structure_4_83_4,6,6,1000,6000,0.720946,True.png
5,83,4,Structure_5_83_4,7,6,1000,6000,0.699226,True.png
6,83,4,Structure_6_83_4,8,6,1000,6000,0.681072,True.png
7,83,4,Structure_7_83_4,9,6,1000,5000,0.69483,True.png
3,84,4,Structure_3_84_4,5,6,1000,7000,0.667802,True.png
4,84,4,Structure_4_84_4,6,6,1000,6000,0.734648,True.png
5,84,4,Structure_5_84_4,7,6,1000,6000,0.705179,True.png
6,84,4,Structure_6_84_4,8,6,1000,6000,0.674282,True.png
7,84,4,Structure_7_84_4,9,6,1000,6000,0.647226,True.png
3,85,4,Structure_3_85_4,5,6,1000,6000,0.758216,True.png
4,85,4,Structure_4_85_4,6,6,1000,6000,0.73687,True.png
5,85,4,Structure_5_85_4,7,6,1000,4000,0.76255,True.png
6,85,4,Structure_6_85_4,8,6,1000,4000,0.744043,True.png
7,85,4,Structure_7_85_4,9,6,1000,4000,0.697253,True.png
3,86,4,Structure_3_86_4,5,6,1000,12000,-0.063612,True.png
4,86,4,Structure_4_86_4,6,6,1000,8000,0.580067,True.png
5,86,4,Structure_5_86_4,7,6,1000,6000,0.685582,True.png
6,86,4,Structure_6_86_4,8,6,1000,6000,0.653984,True.png
7,86,4,Structure_7_86_4,9,6,1000,6000,0.645343,True.png
3,87,4,Structure_3_87_4,5,6,1000,8000,0.326381,True.png
4,87,4,Structure_4_87_4,6,6,1000,8000,0.608694,True.png
5,87,4,Structure_5_87_4,7,6,1000,8000,0.579769,True.png
6,87,4,Structure_6_87_4,8,6,1000,8000,0.568287,True.png
7,87,4,Structure_7_87_4,9,6,1000,8000,0.540803,True.png
3,88,4,Structure_3_88_4,5,6,1000,8000,0.567136,True.png
4,88,4,Structure_4_88_4,6,6,1000,8000,0.548012,True.png
5,88,4,Structure_5_88_4,7,6,1000,8000,0.530128,True.png
6,88,4,Structure_6_88_4,8,6,1000,6000,0.660076,True.png
7,88,4,Structure_7_88_4,9,6,1000,5000,0.68526,True.png
3,89,4,Structure_3_89_4,5,6,1000,8000,0.243375,True.png
4,89,4,Structure_4_89_4,6,6,1000,8000,0.545645,True.png
5,89,4,Structure_5_89_4,7,6,1000,8000,0.51665,True.png
6,89,4,Structure_6_89_4,8,6,1000,8000,0.506506,True.png
7,89,4,Structure_7_89_4,9,6,1000,8000,0.477074,True.png
3,90,4,Structure_3_90_4,5,6,2000,8000,0.637591,True.png
4,90,4,Structure_4_90_4,6,6,2000,5000,0.766086,True.png
5,90,4,Structure_5_90_4,7,6,2000,5000,0.735645,True.png
6,90,4,Structure_6_90_4,8,6,1000,5000,0.715376,True.png
7,90,4,Structure_7_90_4,9,6,1000,5000,0.679715,True.png
3,91,4,Structure_3_91_4,5,6,1000,7000,0.719314,True.png
4,91,4,Structure_4_91_4,6,6,1000,7000,0.694909,True.png
5,91,4,Structure_5_91_4,7,6,1000,7000,0.673955,True.png
6,91,4,Structure_6_91_4,8,6,1000,4000,0.746409,True.png
7,91,4,Structure_7_91_4,9,6,1000,4000,0.728977,True.png
3,92,4,Structure_3_92_4,5,6,1000,7000,0.596014,True.png
4,92,4,Structure_4_92_4,6,6,1000,7000,0.564113,True.png
5,92,4,Structure_5_92_4,7,6,1000,7000,0.532365,True.png
6,92,4,Structure_6_92_4,8,6,1000,7000,0.606497,True.png
7,92,4,Structure_7_92_4,9,6,1000,7000,0.615159,True.png
3,93,4,Structure_3_93_4,5,6,1000,8000,0.282352,True.png
4,93,4,Structure_4_93_4,6,6,1000,7000,0.579372,True.png
5,93,4,Structure_5_93_4,7,6,1000,7000,0.622942,True.png
6,93,4,Structure_6_93_4,8,6,1000,7000,0.591752,True.png
7,93,4,Structure_7_93_4,9,6,1000,7000,0.561074,True.png
3,94,4,Structure_3_94_4,5,6,1000,6000,0.673444,True.png
4,94,4,Structure_4_94_4,6,6,1000,6000,0.646691,True.png
5,94,4,Structure_5_94_4,7,6,1000,6000,0.679942,True.png
6,94,4,Structure_6_94_4,8,6,1000,6000,0.648454,True.png
7,94,4,Structure_7_94_4,9,6,1000,6000,0.617072,True.png
3,95,4,Structure_3_95_4,5,6,1000,9000,0.383076,True.png
4,95,4,Structure_4_95_4,6,6,1000,9000,0.362146,True.png
5,95,4,Structure_5_95_4,7,6,1000,6000,0.63678,True.png
6,95,4,Structure_6_95_4,8,6,1000,6000,0.637748,True.png
7,95,4,Structure_7_95_4,9,6,1000,6000,0.605928,True.png
3,96,4,Structure_3_96_4,5,6,1000,9000,0.389714,True.png
4,96,4,Structure_4_96_4,6,6,1000,9000,0.355584,True.png
5,96,4,Structure_5_96_4,7,6,1000,9000,0.182511,True.png
6,96,4,Structure_6_96_4,8,6,1000,9000,0.076735,True.png
7,96,4,Structure_7_96_4,9,6,1000,9000,0.004919,True.png
3,97,4,Structure_3_97_4,5,6,1000,8000,0.364201,True.png
4,97,4,Structure_4_97_4,6,6,1000,8000,0.334458,True.png
5,97,4,Structure_5_97_4,7,6,1000,6000,0.656694,True.png
6,97,4,Structure_6_97_4,8,6,1000,6000,0.652154,True.png
7,97,4,Structure_7_97_4,9,6,1000,6000,0.621336,True.png
3,98,4,Structure_3_98_4,5,6,1000,8000,0.565619,True.png
4,98,4,Structure_4_98_4,6,6,1000,8000,0.542321,True.png
5,98,4,Structure_5_98_4,7,6,1000,8000,0.516297,True.png
6,98,4,Structure_6_98_4,8,6,1000,8000,0.486089,True.png
7,98,4,Structure_7_98_4,9,6,1000,8000,0.455677,True.png
3,99,4,Structure_3_99_4,5,6,1000,7000,0.684031,True.png
4,99,4,Structure_4_99_4,6,6,1000,5000,0.760647,True.png
5,99,4,Structure_5_99_4,7,6,1000,5000,0.731943,True.png
6,99,4,Structure_6_99_4,8,6,1000,5000,0.710289,True.png
7,99,4,Structure_7_99_4,9,6,1000,5000,0.683295,True.png
3,100,4,Structure_3_100_4,5,6,1000,5000,0.783964,True.png
4,100,4,Structure_4_100_4,6,6,1000,5000,0.765833,True.png
5,100,4,Structure_5_100_4,7,6,1000,5000,0.745776,True.png
6,100,4,Structure_6_100_4,8,6,1000,5000,0.726001,True.png
7,100,4,Structure_7_100_4,9,6,1000,4000,0.693207,True.png
3,101,4,Structure_3_101_4,5,6,1000,5000,0.77743,True.png
4,101,4,Structure_4_101_4,6,6,1000,5000,0.742277,True.png
5,101,4,Structure_5_101_4,7,6,1000,5000,0.710589,True.png
6,101,4,Structure_6_101_4,8,6,1000,5000,0.679114,True.png
7,101,4,Structure_7_101_4,9,6,1000,5000,0.687227,True.png
3,102,4,Structure_3_102_4,5,6,1000,7000,0.689063,True.png
4,102,4,Structure_4_102_4,6,6,1000,5000,0.754827,True.png
5,102,4,Structure_5_102_4,7,6,1000,5000,0.725844,True.png
6,102,4,Structure_6_102_4,8,6,1000,5000,0.701101,True.png
7,102,4,Structure_7_102_4,9,6,1000,5000,0.669915,True.png
3,103,4,Structure_3_103_4,5,6,1000,8000,0.566119,True.png
4,103,4,Structure_4_103_4,6,6,1000,4000,0.778311,True.png
5,103,4,Structure_5_103_4,7,6,1000,4000,0.75061,True.png
6,103,4,Structure_6_103_4,8,6,1000,4000,0.7182,True.png
7,103,4,Structure_7_103_4,9,6,1000,4000,0.697091,True.png
3,104,4,Structure_3_104_4,5,6,1000,8000,0.647071,True.png
4,104,4,Structure_4_104_4,6,6,1000,8000,0.628379,True.png
5,104,4,Structure_5_104_4,7,6,1000,5000,0.745157,True.png
6,104,4,Structure_6_104_4,8,6,1000,5000,0.72709,True.png
7,104,4,Structure_7_104_4,9,6,1000,5000,0.708594,True.png
3,105,4,Structure_3_105_4,5,6,1000,8000,0.589344,True.png
4,105,4,Structure_4_105_4,6,6,1000,8000,0.632132,True.png
5,105,4,Structure_5_105_4,7,6,1000,8000,0.601615,True.png
6,105,4,Structure_6_105_4,8,6,1000,8000,0.57304,True.png
7,105,4,Structure_7_105_4,9,6,1000,8000,0.547937,True.png
3,106,4,Structure_3_106_4,5,6,1000,7000,0.700566,True.png
4,106,4,Structure_4_106_4,6,6,1000,7000,0.679195,True.png
5,106,4,Structure_5_106_4,7,6,1000,7000,0.659665,True.png
6,106,4,Structure_6_106_4,8,6,1000,7000,0.641473,True.png
7,106,4,Structure_7_106_4,9,6,1000,7000,0.623361,True.png
3,107,4,Structure_3_107_4,5,6,1000,7000,0.670494,True.png
4,107,4,Structure_4_107_4,6,6,1000,7000,0.642835,True.png
5,107,4,Structure_5_107_4,7,6,1000,7000,0.651215,True.png
6,107,4,Structure_6_107_4,8,6,1000,7000,0.621399,True.png
7,107,4,Structure_7_107_4,9,6,1000,7000,0.601893,True.png
3,108,4,Structure_3_108_4,5,6,1000,9000,0.51147,True.png
4,108,4,Structure_4_108_4,6,6,1000,8000,0.59392,True.png
5,108,4,Structure_5_108_4,7,6,1000,6000,0.708815,True.png
6,108,4,Structure_6_108_4,8,6,1000,6000,0.68111,True.png
7,108,4,Structure_7_108_4,9,6,1000,6000,0.660745,True.png
3,109,4,Structure_3_109_4,5,6,1000,8000,0.382897,True.png
4,109,4,Structure_4_109_4,6,6,1000,8000,0.631389,True.png
5,109,4,Structure_5_109_4,7,6,1000,8000,0.60086,True.png
6,109,4,Structure_6_109_4,8,6,1000,8000,0.582589,True.png
7,109,4,Structure_7_109_4,9,6,1000,8000,0.552504,True.png
3,110,4,Structure_3_110_4,5,6,1000,7000,0.662675,True.png
4,110,4,Structure_4_110_4,6,6,1000,4000,0.77588,True.png
5,110,4,Structure_5_110_4,7,6,1000,4000,0.744837,True.png
6,110,4,Structure_6_110_4,8,6,1000,4000,0.713506,True.png
7,110,4,Structure_7_110_4,9,6,1000,4000,0.682268,True.png
3,111,4,Structure_3_111_4,5,6,1000,8000,0.635959,True.png
4,111,4,Structure_4_111_4,6,6,1000,6000,0.726699,True.png
5,111,4,Structure_5_111_4,7,6,1000,5000,0.743633,True.png
6,111,4,Structure_6_111_4,8,6,1000,5000,0.725632,True.png
7,111,4,Structure_7_111_4,9,6,1000,4000,0.71995,True.png
3,112,4,Structure_3_112_4,5,6,1000,8000,0.535849,True.png
4,112,4,Structure_4_112_4,6,6,1000,8000,0.51703,True.png
5,112,4,Structure_5_112_4,7,6,1000,6000,0.669791,True.png
6,112,4,Structure_6_112_4,8,6,1000,6000,0.638916,True.png
7,112,4,Structure_7_112_4,9,6,1000,6000,0.608551,True.png
3,113,4,Structure_3_113_4,5,6,1000,10000,0.197503,True.png
4,113,4,Structure_4_113_4,6,6,1000,8000,0.502121,True.png
5,113,4,Structure_5_113_4,7,6,1000,8000,0.465772,True.png
6,113,4,Structure_6_113_4,8,6,1000,8000,0.502747,True.png
7,113,4,Structure_7_113_4,9,6,1000,8000,0.473378,True.png
3,114,4,Structure_3_114_4,5,6,1000,6000,0.717422,True.png
4,114,4,Structure_4_114_4,6,6,1000,6000,0.71358,True.png
5,114,4,Structure_5_114_4,7,6,1000,6000,0.707562,True.png
